Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing
DOBOY,WAKERLEY,D2995,ARENGA STREET PARK,30443,ARENGA ST PLAYGROUND,163202,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.4764999,153.1522264,515039,6960777
HOLLAND PARK,COORPAROO,D0110,ERIC SIVELL PARK,14542,ERIC SIVELL PK PLAYGROUND,102687,TAP COMBINATION,Bubbler & Tap,-27.50388235,153.073444,507254,6957751
HOLLAND PARK,COORPAROO,D0112,TRUNDLE PARK,14528,TRUNDLE PK PLAYGROUND,21953,TAP COMBINATION,Bubbler & Tap,-27.50444956,153.0575588,505685,6957689
HOLLAND PARK,COORPAROO,D0118,MAJESTIC PARK,24291,PELHAM ST PICNIC AREA,43697,TAP COMBINATION,Bubbler & Tap,-27.50876975,153.0669368,506611,6957210
HOLLAND PARK,COORPAROO,D0118,MAJESTIC PARK,32812,MAJESTIC PK CIRCUIT PATH,43696,TAP COMBINATION,Bubbler & Tap,-27.50885973,153.0675545,506672,6957200
HOLLAND PARK,COORPAROO,D0118,MAJESTIC PARK,32812,MAJESTIC PK CIRCUIT PATH,22100,TAP COMBINATION,Drinking Fountain & tap,-27.50808329,153.067635,506680,6957286
HOLLAND PARK,COORPAROO,D0603,LEICESTER STREET PARK,23284,LEICESTER ST PICNIC AREA,867,TAP COMBINATION,Bubbler & Tap,-27.49682564,153.0672333,506641,6958533
HOLLAND PARK,GREENSLOPES,D0357,HANLON PARK,14479,JUNCTION ST PLAYGROUND,43663,TAP COMBINATION,Bubbler & Tap,-27.49875852,153.0419039,504139,6958320
HOLLAND PARK,GREENSLOPES,D0357,HANLON PARK,24389,HANLON PK SHARED PATHWAY,7526,TAP COMBINATION,Bubbler & Tap,-27.50059094,153.0427347,504221,6958117
HOLLAND PARK,GREENSLOPES,D0357,HANLON PARK,14487,STONES CORNER KINDERGARTEN,186078,TAP COMBINATION,NULL,-27.50087982,153.0427855,504226,6958085
HOLLAND PARK,GREENSLOPES,D0357,HANLON PARK,14487,STONES CORNER KINDERGARTEN,186079,TAP COMBINATION,NULL,-27.50087982,153.0428057,504228,6958085
HOLLAND PARK,GREENSLOPES,D0357,HANLON PARK,14487,STONES CORNER KINDERGARTEN,186087,TAP COMBINATION,NULL,-27.50089779,153.0430588,504253,6958083
HOLLAND PARK,GREENSLOPES,D0357,HANLON PARK,24389,HANLON PK SHARED PATHWAY,48338,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.50143043,153.0430894,504256,6958024
HOLLAND PARK,GREENSLOPES,D0392,THOMPSON ESTATE RESERVE,14389,BALANCE OF PARK,118641,TAP COMBINATION,Bubbler & Tap,-27.50540267,153.0432732,504274,6957584
HOLLAND PARK,GREENSLOPES,D0393,EKIBIN PARK EAST,14381,BALANCE OF PARK,118474,TAP COMBINATION,Bubbler & 2 taps,-27.50740743,153.0414515,504094,6957362
HOLLAND PARK,HOLLAND PARK,D0119,C.B.MOTT PARK,15878,BALANCE OF PARK,22141,TAP COMBINATION,Bubbler & 2 taps,-27.51614962,153.057899,505718,6956393
HOLLAND PARK,HOLLAND PARK,D0119,C.B.MOTT PARK,15870,C.B. MOTT PK PLAYGROUND (LOGAN RD SECTION),43798,TAP COMBINATION,Bubbler & Tap,-27.5158877,153.0581621,505744,6956422
HOLLAND PARK,HOLLAND PARK,D0119,C.B.MOTT PARK,15882,C.B. MOTT PK PICNIC AREA (LOGAN RD),41196,TAP COMBINATION,Bubbler & Tap,-27.51629394,153.0582028,505748,6956377
HOLLAND PARK,HOLLAND PARK,D0119,C.B.MOTT PARK,15878,BALANCE OF PARK,22142,TAP COMBINATION,Bubbler & Tap,-27.51567072,153.0589012,505817,6956446
HOLLAND PARK,HOLLAND PARK,D0121,W. J. SCOTT PARK,15860,ARABILIA ST PLAYGROUND,25500,BUBBLER/DRINKING FOUNTAIN,bubbler,-27.51588479,153.0647641,506396,6956422
HOLLAND PARK,HOLLAND PARK,D0121,W. J. SCOTT PARK,15860,ARABILIA ST PLAYGROUND,165114,TAP COMBINATION,Bubbler & Tap,-27.51721224,153.0640054,506321,6956275
HOLLAND PARK,HOLLAND PK WEST,D0064,GLINDEMANN PARK,15588,GLINDEMANN PK PICNIC AREA,180836,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain Apollo 400,-27.52644512,153.0695906,506872,6955252
HOLLAND PARK,HOLLAND PK WEST,D0064,GLINDEMANN PARK,15889,GLINDEMANN PK DISTRICT PLAYGROUND (LOGAN RD SECTION),52802,TAP COMBINATION,Bubbler & Tap,-27.52636355,153.0702184,506934,6955261
HOLLAND PARK,HOLLAND PK WEST,D0064,GLINDEMANN PARK,15889,GLINDEMANN PK DISTRICT PLAYGROUND (LOGAN RD SECTION),165049,TAP COMBINATION,Bubbler & Tap,-27.52136172,153.0709443,507006,6955815
HOLLAND PARK,HOLLAND PK WEST,D0404,GIBSON PLACE PARK,15821,GIBSON PLACE PK PLAYGROUND,16917,TAP COMBINATION,Bubbler & Tap,-27.52796711,153.0580368,505731,6955084
MORNINGSIDE,BULIMBA,D0030,BULIMBA MEMORIAL PARK,17377,BULIMBA MEMORIAL PK PLAYGROUND,43952,TAP COMBINATION,Bubbler & Tap,-27.45147312,153.0582093,505752,6963557
MORNINGSIDE,BULIMBA,D0039,VIC LUCAS PARK,17326,BALANCE OF PARK,42524,TAP COMBINATION,Bubbler & Tap,-27.44365746,153.0516277,505102,6964423
MORNINGSIDE,BULIMBA,D2672,BULIMBA RIVERSIDE PARK,24014,BULIMBA RIVERSIDE PK PICNIC AREA,92401,TAP COMBINATION,Bubbler & 2 taps,-27.45364163,153.0537677,505313,6963317
MORNINGSIDE,BULIMBA,D2672,BULIMBA RIVERSIDE PARK,24014,BULIMBA RIVERSIDE PK PICNIC AREA,97468,TAP COMBINATION,Bubbler & 2 taps,-27.45410205,153.0537882,505315,6963266
MORNINGSIDE,BULIMBA,D2672,BULIMBA RIVERSIDE PARK,24013,BULIMBA RIVERSIDE PK DOG OFF LEASH AREA,92377,TAP COMBINATION,Bubbler & 2 taps,-27.45377679,153.0544357,505379,6963302
MORNINGSIDE,BULIMBA,D2672,BULIMBA RIVERSIDE PARK,24013,BULIMBA RIVERSIDE PK DOG OFF LEASH AREA,92376,TAP COMBINATION,Bubbler & 2 taps,-27.45403849,153.0547192,505407,6963273
MORNINGSIDE,CAMP HILL,D0054,LAVARACK PARK,23264,LAVARACK PK GROUP PICNIC AREA,123934,TAP COMBINATION,Bubbler & 2 taps,-27.48968437,153.0841248,508310,6959323
MORNINGSIDE,CAMP HILL,D0054,LAVARACK PARK,17283,LAVARACK PK PICNIC AREA,123926,TAP COMBINATION,Bubbler & 2 taps,-27.48994596,153.0844793,508345,6959294
MORNINGSIDE,CAMP HILL,D0055,GARTH WEBB PARK,17277,GARTH WEBB PK PLAYGROUND,26050,TAP COMBINATION,Bubbler & Tap,-27.48830193,153.0860269,508498,6959476
MORNINGSIDE,CAMP HILL,D0113,PERTH STREET PARK,17249,BALANCE OF PARK,180508,BUBBLER/DRINKING FOUNTAIN,NULL,-27.48616919,153.0740396,507314,6959713
MORNINGSIDE,CAMP HILL,D0113,PERTH STREET PARK,17249,BALANCE OF PARK,123886,TAP COMBINATION,Bubbler & Tap,-27.48616921,153.0740092,507311,6959713
MORNINGSIDE,CANNON HILL,D0033,REGENT PARK,13895,REGENT PK PLAYGROUND & HALF COURT,18616,TAP COMBINATION,Bubbler & 2 taps,-27.46795615,153.0805456,507958,6961730
MORNINGSIDE,HAWTHORNE,D0036,HARDCASTLE PARK,17351,HARDCASTLE PK PLAYGROUND & BASKETBALL KEY,44063,TAP COMBINATION,Bubbler & 2 taps,-27.46026824,153.0536393,505300,6962583
MORNINGSIDE,HAWTHORNE,D0037,HAWTHORNE PARK,32904,HAWTHORNE PK CIRCUIT PATH,164084,TAP COMBINATION,Bubbler & 2 taps,-27.46391281,153.0603209,505960,6962179
MORNINGSIDE,HAWTHORNE,D0037,HAWTHORNE PARK,17348,HAWTHORNE PK ALL ABILITIES PLAYGROUND,164082,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.46460644,153.0637524,506299,6962102
MORNINGSIDE,HAWTHORNE,D0037,HAWTHORNE PARK,17343,BALANCE OF PARK,181161,TAP COMBINATION,Bubbler 2 taps & dog bowl Apollo 400,-27.4646696,153.0638334,506307,6962095
MORNINGSIDE,HAWTHORNE,D2312,BARTON ROAD POCKET PARK,22024,BALANCE OF PARK,48825,BUBBLER/DRINKING FOUNTAIN,Apollo 400 drinking fountain,-27.45830923,153.0534562,505282,6962800
MORNINGSIDE,MORNINGSIDE,D0035,COLMSLIE RESERVE,17367,COLMSLIE RES (PLAYGROUND) PICNIC AREA,18700,TAP COMBINATION,Drinking fountain & tap,-27.44962801,153.0827687,508179,6963760
MORNINGSIDE,MORNINGSIDE,D0035,COLMSLIE RESERVE,17367,COLMSLIE RES (PLAYGROUND) PICNIC AREA,29864,TAP COMBINATION,"Bubbler,& Tap",-27.45026883,153.0830525,508207,6963689
MORNINGSIDE,MORNINGSIDE,D0044,JOYCE WHITE PARK,17315,ROGOONA ST PLAYGROUND,24274,TAP COMBINATION,Bubbler & Tap,-27.46760043,153.0705961,506975,6961770
MORNINGSIDE,MORNINGSIDE,D0732,THYNNE ROAD PARK,17230,BALANCE OF PARK,166214,TAP COMBINATION,Bubbler & Tap,-27.46919858,153.0702125,506937,6961593
MORNINGSIDE,MORNINGSIDE,D1034,FITZGERALD STREET PARK,17219,AGNEW ST PLAYGROUND,53099,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.47673835,153.0673628,506655,6960758
MORNINGSIDE,MORNINGSIDE,D1149,AUSTIN UHLMANN PARK,17178,AUSTIN UHLMANN PK PLAYGROUND,20139,TAP COMBINATION,Bubbler & Tap,-27.47290339,153.0807111,507974,6961182
MORNINGSIDE,MORNINGSIDE,D1611,ALGOORI STREET PARK,17158,BEVERLEY ST PLAYGROUND,43942,TAP COMBINATION,Bubbler & Tap,-27.46293782,153.0783862,507745,6962286
MORNINGSIDE,MORNINGSIDE,D1631,YORK STREET PARK,24486,BEELARONG COMMUNITY GARDEN,23699,MAINTENANCE TAP,Spring Loaded,-27.46066275,153.0784149,507748,6962538
MORNINGSIDE,MORNINGSIDE,D1631,YORK STREET PARK,24486,BEELARONG COMMUNITY GARDEN,67363,TAP COMBINATION,Bubbler & Tap,-27.46075327,153.0779899,507706,6962528
MORNINGSIDE,MORNINGSIDE,D1858,KERALGERIE PARK,17168,BALANCE OF PARK,42582,TAP COMBINATION,Bubbler & 2 taps,-27.4735272,153.0791832,507823,6961113
MORNINGSIDE,MORNINGSIDE,D1858,KERALGERIE PARK,17167,KERALGERIE PK DOG OFF LEASH AREA,30724,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.47376172,153.0795477,507859,6961087
MORNINGSIDE,NORMAN PARK,D0045,DONALDSON STREET PARK,17306,BALANCE OF PARK,123021,MAINTENANCE TAP,Spring loaded,-27.47742989,153.0550546,505439,6960682
MORNINGSIDE,NORMAN PARK,D0046,WILSON PARK,17298,WILSON PK PLAYGROUND,849,TAP COMBINATION,Bubbler & Tap,-27.47691429,153.0575444,505685,6960739
MORNINGSIDE,NORMAN PARK,D0050,VECTIS STREET PARK,17286,SCOTT ST DOG OFF LEASH AREA,42544,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.48009198,153.0579307,505723,6960387
MORNINGSIDE,NORMAN PARK,D0063,PATTISON PARK,17265,PATTISON PK PLAYGROUND,13734,TAP COMBINATION,Bubbler & Tap (antivandal),-27.48020549,153.066545,506574,6960374
WISHART,EIGHT MILE PLNS,D0624,HOLMEAD PARK,20601,HOLMEAD PK PLAYGROUND,98209,TAP COMBINATION,Bubbler & Tap,-27.56852976,153.0910128,508984,6950589
WISHART,EIGHT MILE PLNS,D0624,HOLMEAD PARK,20600,HOLMEAD PK DOG OFF LEASH AREA,30745,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.56823175,153.0911544,508998,6950622
WISHART,EIGHT MILE PLNS,D1036,BOORALA CRESCENT PARK,20534,BOORALA CRESCENT PLAYGROUND,28569,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.56823715,153.0965236,509528,6950621
WISHART,EIGHT MILE PLNS,D1144,MAISIE DIXON PARK,26537,NARDIE ST PICNIC AREA,20020,TAP COMBINATION,Bubbler & Tap,-27.56762984,153.0999876,509870,6950688
WISHART,EIGHT MILE PLNS,D1251,BRAMPTON STREET PARK,20401,BRAMPTON ST PLAYGROUND,44153,TAP COMBINATION,Bubbler & 2 taps,-27.57227114,153.098614,509734,6950174
WISHART,EIGHT MILE PLNS,D3118,HOLMEAD ROAD PARK,31673,BALANCE OF PARK,166730,BUBBLER/DRINKING FOUNTAIN,Drinking fountain,-27.57511203,153.102588,510126,6949859
WISHART,HOLLAND PARK,D1097,PANORAMA PLACE PARK,15764,BALANCE OF PARK,185586,TAP COMBINATION,NULL,-27.52592546,153.0790688,507808,6955309
WISHART,MANSFIELD,D0434,BROADWATER PICNIC GROUND PARK,15806,BALANCE OF PARK,180805,BUBBLER/DRINKING FOUNTAIN,NULL,-27.54458208,153.1113409,510993,6953240
WISHART,MANSFIELD,D0434,BROADWATER PICNIC GROUND PARK,29679,BROADWATER PICNIC GND (PLAYGROUND) PICNIC AREA,81760,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.54432038,153.111209,510980,6953269
WISHART,MANSFIELD,D0434,BROADWATER PICNIC GROUND PARK,15806,BALANCE OF PARK,41223,TAP COMBINATION,Bubbler & Tap,-27.54347019,153.1131527,511172,6953363
WISHART,MANSFIELD,D3092,F.R.CATERSON PARK,15689,MT GRAVATT CAPALABA RD PLAYGROUND,14706,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.54411013,153.1144295,511298,6953292
WISHART,MT GRAVATT EAST,D1863,WARDLE STREET PARK,15682,WARDLE ST PLAYGROUND,121961,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.54019525,153.0847101,508364,6953728
WISHART,UPR MT GRAVATT,D0432,ABBEVILLE STREET PARK,15814,ABBEVILLE ST DOG OFF LEASH AREA,29824,TAP COMBINATION,Bubbler & Tap,-27.54473335,153.0893929,508826,6953225
WISHART,UPR MT GRAVATT,D0556,MT GRAVATT PARK,20585,COMMUNITY HALL PLAYGROUND,29799,TAP COMBINATION,Bubbler & Tap,-27.55565424,153.0792015,507819,6952016
WISHART,WISHART,D0435,BOORABBIN PICNIC GROUND,20622,STACKPOLE ST DOG OFF LEASH AREA,29859,TAP COMBINATION,Bubbler & Tap,-27.55294206,153.1111366,510972,6952314
WISHART,WISHART,D0725,WISHART COMMUNITY PARK,24204,MAIBRY ST PICNIC AREA,45468,TAP COMBINATION,Bubbler & 2 taps,-27.56045928,153.1033138,510199,6951482
WISHART,WISHART,D1777,BERKSHIRE CRESCENT PARK,24107,BERKSHIRE CRES DOG OFF LEASH AREA,100051,TAP COMBINATION,Bubbler & 2 taps,-27.54859946,153.0994741,509821,6952796
WISHART,WISHART,D1777,BERKSHIRE CRESCENT PARK,20342,BALANCE OF PARK,100011,TAP COMBINATION,Bubbler & Tap,-27.54923111,153.0999001,509863,6952726
WISHART,WISHART,D1980,WISHART NATURE RESERVE,20326,BALANCE OF PARK,141723,TAP COMBINATION,Bubbler & 2 taps,-27.55680055,153.094042,509284,6951888
WYNNUM MANLY,LOTA,D0530,LOTA CAMPING RESERVE,29603,LOTA CAMPING RES (PLAYGROUND) PICNIC AREA,180692,BUBBLER/DRINKING FOUNTAIN,NULL,-27.46656495,153.1921205,518982,6961872
WYNNUM MANLY,LOTA,D0530,LOTA CAMPING RESERVE,20909,LOTA CAMPING RES DISTRICT PLAYGROUND,180691,BUBBLER/DRINKING FOUNTAIN,NULL,-27.46695303,153.1922123,518991,6961829
WYNNUM MANLY,LOTA,D0530,LOTA CAMPING RESERVE,20912,BALANCE OF PARK,180690,BUBBLER/DRINKING FOUNTAIN,NULL,-27.46532772,153.1924119,519011,6962009
WYNNUM MANLY,LOTA,D0530,LOTA CAMPING RESERVE,29531,LOTA CAMPING RES (ERNEST ST) PICNIC AREA,3463,TAP COMBINATION,Bubbler & Tap,-27.46585119,153.1925242,519022,6961951
WYNNUM MANLY,LOTA,D0530,LOTA CAMPING RESERVE,29533,LOTA CAMPING RES (ALEXANDER ST) PICNIC AREA,81245,TAP COMBINATION,Bubbler & 2 taps,-27.4675568,153.1930129,519070,6961762
WYNNUM MANLY,LOTA,D0532,ED DEVENPORT ROTARY PARK,20901,BALANCE OF PARK,24976,TAP COMBINATION,Bubbler & Tap,-27.46903356,153.18922,518695,6961599
WYNNUM MANLY,LOTA,D0536,HERBERT STREET PARK,20884,CLIFTON ST PICNIC AREA,92367,TAP COMBINATION,Bubbler & 2 taps,-27.47014182,153.1771469,517502,6961478
WYNNUM MANLY,LOTA,D0996,FIG TREE POINT PARK (ROAD RESERVE),20827,BALANCE OF PARK,141522,TAP COMBINATION,Bubbler & Tap,-27.46824271,153.193166,519085,6961686
WYNNUM MANLY,LOTA,D1398,LOTA POINT PARK (ROAD RESERVE),20776,BALANCE OF PARK,141645,TAP COMBINATION,Bubbler & Tap,-27.47406625,153.1928016,519048,6961041
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,21007,BAYSIDE PK PICNIC AREA,44130,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.45212669,153.1873493,518513,6963472
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,69122,TAP COMBINATION,Wheel chair accessible with dog tap & bowl,-27.45122496,153.1865584,518435,6963572
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,27967,BAYSIDE PK SHARED PATHWAY NETWORK,75965,TAP COMBINATION,Bubbler & Tap,-27.45122496,153.1865584,518435,6963572
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,75987,TAP COMBINATION,Bubbler & Tap,-27.45226309,153.1866209,518441,6963457
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,26501,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.45226309,153.1866209,518441,6963457
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,76005,TAP COMBINATION,Bubbler & Tap,-27.45323806,153.186663,518445,6963349
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,69118,TAP COMBINATION,Wheel chair accessible with dog tap & bowl,-27.45323806,153.186663,518445,6963349
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,76037,TAP COMBINATION,Bubbler & Tap,-27.45277673,153.1873302,518511,6963400
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,69121,TAP COMBINATION,Wheel chair accessible with dog tap & bowl,-27.45277673,153.1873302,518511,6963400
WYNNUM MANLY,MANLY,D0518,GEORGE CLAYTON PARK,26683,GEORGE CLAYTON PK PATHWAY NETWORK,4449,BUBBLER/DRINKING FOUNTAIN,Path bubbler,-27.44613724,153.1834939,518133,6964136
WYNNUM MANLY,MANLY,D0518,GEORGE CLAYTON PARK,32343,UPPER ESP CAR PARKING,44182,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.44678581,153.1845878,518241,6964064
WYNNUM MANLY,MANLY,D1412,LITTLE BAYSIDE PARK,20716,BALANCE OF PARK,30262,TAP COMBINATION,Bubbler & Tap,-27.45428537,153.1866142,518440,6963233
WYNNUM MANLY,MANLY,D1412,LITTLE BAYSIDE PARK,20715,MANLY POOL,141395,TAP COMBINATION,Bubbler & 2 taps,-27.45362584,153.1869774,518476,6963306
WYNNUM MANLY,MANLY,D1497,DARLING POINT PARK (ROAD RESERVE),20730,BALANCE OF PARK,148312,TAP COMBINATION,Bubbler & Tap,-27.448281,153.1871809,518497,6963898
WYNNUM MANLY,MANLY,D1497,DARLING POINT PARK (ROAD RESERVE),20730,BALANCE OF PARK,148304,TAP COMBINATION,Bubbler & 2 taps,-27.44772028,153.1879086,518569,6963960
WYNNUM MANLY,MANLY,D1553,RQYS PORT CENTRE PARK,20785,BALANCE OF PARK,113673,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46128509,153.1910285,518875,6962457
WYNNUM MANLY,MANLY WEST,D0528,STANNARD ROAD PARK,20925,STANNARD RD DOG OFF LEASH AREA,32130,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.46110636,153.1686412,516663,6962480
WYNNUM MANLY,MANLY WEST,D0529,HEERS PARK,20923,HEERS PK PLAYGROUND,20926,TAP COMBINATION,Bubbler & Tap,-27.46197263,153.1613657,515944,6962385
WYNNUM MANLY,MANLY WEST,D1591,LEWIS PLACE PARK,20690,BALANCE OF PARK,100553,TAP COMBINATION,Bubbler & Tap,-27.46583361,153.156078,515421,6961958
WYNNUM MANLY,WYNNUM,D0002,GREENE PARK,21846,BALANCE OF PARK,48463,TAP COMBINATION,Bubbler & 2 taps,-27.43573193,153.173338,517131,6965290
WYNNUM MANLY,WYNNUM,D0006,KITCHENER PARK,21040,BALANCE OF PARK,163817,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.44408185,153.1667433,516478,6964366
WYNNUM MANLY,WYNNUM,D0516,ELANORA PARK,21011,ELANORA PK DOG OFF LEASH AREA,163513,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.42651238,153.1675465,516560,6966312
WYNNUM MANLY,WYNNUM,D0516,ELANORA PARK,21011,ELANORA PK DOG OFF LEASH AREA,163515,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.42737854,153.1679829,516603,6966216
WYNNUM MANLY,WYNNUM,D0523,MORETON BAY LIONS PARK,20959,REG COSSARD PLAYGROUND,178915,TAP COMBINATION,Bubbler & 2 taps,-27.45177023,153.1696188,516761,6963514
WYNNUM MANLY,WYNNUM,D0524,WYNNUM MEMORIAL PARK,20951,MUDDIES CRICKET & RECREATION CLUB FACILITY,188283,TAP COMBINATION,Bubbler & Tap,-27.45354299,153.1742868,517222,6963317
WYNNUM MANLY,WYNNUM,D0524,WYNNUM MEMORIAL PARK,20954,BALANCE OF PARK,45574,TAP COMBINATION,Bubbler & Tap,-27.45346167,153.1743373,517227,6963326
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA,9263,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.44177727,153.1760695,517400,6964620
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA,76121,TAP COMBINATION,Bubbler & Tap,-27.44152489,153.1757453,517368,6964648
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA,76096,TAP COMBINATION,Bubbler & Tap,-27.4415158,153.1757959,517373,6964649
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24453,WADING POOL PICNIC AREA,76094,TAP COMBINATION,Drinking fountain and dog tap,-27.44228236,153.1764447,517437,6964564
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,20836,BALANCE OF PARK,75841,TAP COMBINATION,drinking fountain and dog tap,-27.4428133,153.1777914,517570,6964505
WYNNUM MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,20836,BALANCE OF PARK,75880,TAP COMBINATION,Bubbler & 2 taps,-27.4447424,153.1800409,517792,6964291
WYNNUM MANLY,WYNNUM,D1246,BREAKWATER PARK,27583,BREAKWATER PK PICNIC AREA,76684,TAP COMBINATION,Wheel chair accessible fountain with dog tap & bowl,-27.43626353,153.1741787,517214,6965231
WYNNUM MANLY,WYNNUM WEST,D0003,PRIMROSE PARK,21058,PRIMROSE PK PICNIC AREA,26718,TAP COMBINATION,Bubbler & Tap,-27.44120375,153.1574094,515556,6964686
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),20871,BALANCE OF PARK,180004,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.45726679,153.1470993,514535,6962908
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),23988,ROPLEY RD PICNIC AREA,180052,TAP COMBINATION,Bubbler & Tap,-27.45737568,153.1465732,514483,6962896
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),20868,BRISBANE BAYSIDE STEAM RAILWAY,123057,TAP COMBINATION,Bubbler & Tap,-27.46081407,153.1477821,514602,6962515
WYNNUM MANLY,WYNNUM WEST,D1842,EVELYN ROAD PARK,24111,EVELYN RD DOG OFF LEASH AREA,123073,TAP COMBINATION,Bubbler & Tap,-27.45175283,153.1450579,514334,6963519
WYNNUM MANLY,WYNNUM WEST,D1842,EVELYN ROAD PARK,20696,BALANCE OF PARK,123041,TAP COMBINATION,Bubbler & Tap,-27.45187898,153.1452908,514357,6963505
WYNNUM MANLY,WYNNUM WEST,D1909,DASYURE PLACE PARK,30377,DASYURE PLACE PLAYGROUND,123233,MAINTENANCE TAP,Spring loaded,-27.46140635,153.1511025,514930,6962449
BRACKEN RIDGE,BALD HILLS,D0219,JOHN STEWART MEMORIAL PARK,12313,BALANCE OF PARK,121132,TAP COMBINATION,1 fountain 2 taps,-27.32684315,153.0087034,500861,6977363
BRACKEN RIDGE,BALD HILLS,D0219,JOHN STEWART MEMORIAL PARK,12311,JOHN STEWART MEMORIAL PK PLAYGROUND,120974,TAP COMBINATION,2 taps 1 fountain,-27.32628337,153.0091481,500905,6977425
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,12252,CANTERBURY PK DOG OFF LEASH AREA,77752,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.30451652,153.0072059,500713,6979836
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,12251,BALD HILLS JR CRICKET CLUB FACILITY,77733,TAP COMBINATION,Bubbler & Tap,-27.30616867,153.0074587,500738,6979653
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,26667,CANTERBURY PK BIKEWAY & PATH NETWORK,77791,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.30480536,153.0083682,500828,6979804
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,26667,CANTERBURY PK BIKEWAY & PATH NETWORK,77786,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.30381224,153.00855,500846,6979914
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,12257,RUSH WORTH ST PICNIC AREA,77812,TAP COMBINATION,Bubbler & Tap,-27.30610539,153.0088433,500875,6979660
BRACKEN RIDGE,BALD HILLS,D0781,BERT WOLFE PARK,12205,BERT WOLFE PK PLAYGROUND,120792,TAP COMBINATION,Bubbler & Tap,-27.31367102,153.0088742,500878,6978822
BRACKEN RIDGE,BALD HILLS,D0826,KLUVER STREET LIONS PARK,12157,KLUVER ST PLAYGROUND,120867,BUBBLER/DRINKING FOUNTAIN,Knee height bubbler,-27.31653261,153.0132005,501306,6978505
BRACKEN RIDGE,BALD HILLS,D1075,GUS DAVIES PARK,12243,GUS DAVIES PK DOG OFF LEASH AREA,181187,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.30713349,153.0197182,501951,6979546
BRACKEN RIDGE,BALD HILLS,D1075,GUS DAVIES PARK,12243,GUS DAVIES PK DOG OFF LEASH AREA,30805,TAP COMBINATION,"Bubbler, Tap and Dog Bowl - small dogs",-27.30683552,153.0200112,501980,6979579
